"","X.x","Line","habitat","watering","fertilization","WFtreatment","Plot","rawcount","obsID","IDnum","family.x","annual.x","MarinaSp","nat.inv","Functional.group.x","species","X.y","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","X.1","annual.y","family.y","origin","Functional.group.y","SCT","SCP","Starch","CN","Carbon","N","Mass","Length","Shape","Compact","Disp","Texture","mucilage","Perimeter","Intensity","W","area","dispcat","totplotincmissing","totplottraits","relab","relab_traitsonly"
"3710",3710,"3","Harsh","unwatered","fertilized","N","53",0,4977,60,"Fabaceae","annual","yes","native","N-fixer","TRIALB",42,0.572718901734879,0.740481000285706,-0.349393113290442,-1.10949271086398,1.22845464294185,-0.639355937252599,-0.0945515197226563,0.29432876030969,-0.590091744961994,-0.168358446014498,0.347238713516971,42,"annual","Fabaceae","Native","N-fixer",1.54919333848297,-1.30505304566076,0,9.15456202004425,0.457014294996751,49.9220272904483,0.65346891830259,0.813421244361218,-2.53764768704783,2.70091917429625,1,-2.02064616838938,0,1.61050352446787,16.015394,0.95276329,0.536299199617836,NA,203,179,0,0
"3711",3711,"3","Harsh","unwatered","fertilized","N","53",1,4979,61,"Fabaceae","annual","yes","native","N-fixer","TRIFUC",43,-0.475174531898439,1.71862746687483,0.7090786256677,-0.378230879259448,1.25234770724055,0.75616105321112,-1.21535390231576,-0.262655339439657,0.611080439080092,-0.572082247518109,0.376736739410692,43,"annual","Fabaceae","Native","N-fixer",1.18321595661992,-2.18819101488774,0,15.6320550388585,0.416624787775891,26.6519524617997,1.76009678871921,0.944001264009538,-3.57998677720462,2.68430366048664,1,-0.134872199676118,0,1.94836601665657,7.5072708,2.3663981,1.49293202837231,NA,203,179,0.00492610837438424,0.00558659217877095
"3712",3712,"3","Harsh","unwatered","fertilized","N","53",0,4980,62,"Fabaceae","annual","yes","invasive","N-fixer","TRIHIR",66,0.492447896871612,2.4833517435763,-0.160232918453262,-0.997248930678497,1.0670555306615,0.874904736267375,-0.0429489529658808,-0.173267316094856,-0.592310149866285,0.330407000842779,0.0477650333572045,66,"annual","Fabaceae","Non-Native","N-fixer",2.25831795812724,-2.30488152136461,0,12.879504950495,0.415070197830249,32.2271857051691,0.978081732030362,0.699070453292169,-3.80788818980569,2.70994107198443,1,-1.69176584299159,0,1.59038207781884,32.910379,1.5421471,0.82982218934142,NA,203,179,0,0
"3713",3713,"3","Harsh","unwatered","fertilized","N","53",0,4981,170,"THEMIDACEAE","perennial","no","native","Forb","TRILAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3714",3714,"3","Harsh","unwatered","fertilized","N","53",0,4982,63,"Fabaceae","annual","yes","native","N-fixer","TRIWIL",45,0.598772147081141,0.690030191175336,0.656943764951893,-0.117166195649692,1.47259971260697,-0.981867328740028,-0.0138874209105384,-0.897769911729963,0.182935324891507,-0.29333438647007,0.13849176084794,45,"annual","Fabaceae","Native","N-fixer",0.894427190999916,-0.269145058659795,0,10.0903662775154,0.412323379461034,40.8630735615441,0.807624759207602,0.694655342711459,-3.42302817469738,2.70145292865829,1,-1.58899110051253,0,1.60961775626123,15.940127,1.542147,0.841572013252773,NA,203,179,0,0
"3715",3715,"3","Harsh","unwatered","fertilized","N","53",0,4983,65,"Asteraceae","annual","yes","native","Forb","UROLIN",46,-3.77973203706407,-1.77462298687514,-2.87287136746566,-0.818352859496527,-0.748104146184067,2.40873001718985,0.925016354021686,-1.30686242750357,0.651054668468649,-0.237632072245387,0.197480929266192,46,"annual","Asteraceae","Native","Forb",2.66458251889485,-0.0200922645920173,0,20.4140722291407,0.443190266982089,21.7100371747212,0.738395365033081,2.48844060633455,-1.58131050629991,2.02543418009614,1,0.568458716594707,0,3.19483919582357,13.35088,0.6979545,1.29396869509534,NA,203,179,0,0
"3716",3716,"3","Harsh","unwatered","fertilized","N","53",0,4984,66,"Caryophyllaceae","annual","no","invasive","Forb","VELRIG",67,1.32318140046614,-0.320487443829284,0.807551771736438,-0.977988483472864,0.209080653406443,-0.26418407496667,0.527294724045442,-0.492990900768129,-1.29102994243592,-1.34446849933766,-0.379750929755416,67,"annual","Caryophyllaceae","Non-Native","Forb",1.09544511501033,-0.82458707975815,0,12.9515067544164,0.402631012203877,31.0875807609476,-1.79488769034705,0.433175601336751,-2.32908598888855,2.65253641508029,0,-2.4370855149759,0,1.20037948608378,8.0841766,0.54063778,-0.449366040822713,NA,203,179,0,0
"3717",3717,"3","Harsh","unwatered","fertilized","N","53",0,4985,67,"Fabaceae","annual","yes","invasive","N-fixer","VICVIL",47,0.00238195663236679,4.53926094159578,-1.38737717923496,-0.832591545894278,0.179102996237221,0.365513895375951,0.577637017317544,-0.706210765057011,0.276265016012376,-0.311960552525621,-0.0645018880605656,47,"annual","Fabaceae","Non-Native","N-fixer",2.82842712474619,-2.06007996223338,0,13.9217009787378,0.392607868020305,28.2011421319797,3.78818052335087,1.46750478674537,-4.51847753899351,2.71057703426833,0,-2.23940327300943,0,2.48493873260667,4.058337,4.0370574,2.62831069801307,NA,203,179,0,0
"3718",3718,"3","Harsh","unwatered","fertilized","N","53",0,4986,68,"VIOLACEAE","perennial","no","native","Forb","VIODOU",48,0.117664677011299,0.888225160783814,-1.75038493859521,0.285226173391601,-0.24075186138522,-0.119793025008268,-1.57247948648744,0.130461076530368,0.353560435695527,-0.200493310474919,0.351744838912144,48,"perennial","VIOLACEAE","Native","Forb",2,-0.661378212524882,0,11.7572475953454,0.522243800418285,44.4188825814162,1.56786100340795,1.29514371096515,-2.93813699026008,2.68323152218584,0,0.0779446775775171,0,2.12794724872851,38.127236,1.9852929,1.68173423883391,NA,203,179,0,0
"3719",3719,"3","Harsh","unwatered","fertilized","N","53",0,4987,69,"Poaceae","annual","no","native","Grass","VULMIC",49,-2.67849861342298,-2.35862663965009,-0.180934305179372,-2.47570513614204,-1.22150560673918,0.0517494343991778,1.46762670376981,-0.881808185263676,1.31384045920657,0.0714853827558683,-0.0216480625255445,49,"annual","Poaceae","Native","Grass",1.09544511501033,-0.172837636467478,1,16.4332819357134,0.443214971209213,26.9705694177863,-0.198298511317095,2.26396753035336,-1.65743034914794,2.10188307317455,1,-1.5744310866138,0,2.94112266756539,37.7330844444444,1.08324506666667,1.48060328225625,NA,203,179,0,0
"3720",3720,"3","Harsh","unwatered","fertilized","N","53",0,4988,70,"Poaceae","annual","no","invasive","Grass","VULMYU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3721",3721,"3","Harsh","unwatered","fertilized","N","53",0,4990,71,"MELANTHIACEAE","perennial","no","native","Forb","ZIGFRE",50,1.27624196077786,-1.52336043089118,1.65516051836977,0.981368969579312,-2.22661759251863,-0.0409048363051722,-0.312450975903954,0.631583700346628,0.496093898708032,0.639671089015408,0.216552989183208,50,"perennial","MELANTHIACEAE","Native","Forb",0.836660026534076,0.641015874618471,1,21.8346744696416,0.547669724770642,25.0825688073394,-2.17526757357652,0.0233909072028181,-3.08309145239952,2.63705229916089,0,-0.779515702407045,0,0.899039949051535,10.4153802,0.58495235,-0.807933468453649,NA,203,179,0,0
"3722",3722,"3","Harsh","unwatered","fertilized","N","53",1,4992,103,"Boraginaceae","annual","yes","native","Forb","AMSMEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0.00492610837438424,0.00558659217877095
"3723",3723,"3","Harsh","unwatered","fertilized","N","53",0,4993,3,"Primulaceae","annual","yes","invasive","Forb","ANAARV",2,1.9977047603569,1.03669662194218,0.884137291917192,0.833387810993377,-0.458303714513178,1.66751962098059,-0.372697526224153,0.216911743213161,1.0294376324468,-0.0944106921543369,-0.432022162126747,2,"annual","Primulaceae","Non-Native","Forb",1.34164078649987,-1.22905077634581,0,21.9851370851371,0.505330016583748,22.9850746268657,-0.837987998616981,0.197744181029447,-4.76725566032509,2.68813520264763,0,-0.972138196560036,0,1.12488501806978,7.176409,1.0280981,-0.0964531707696968,NA,203,179,0,0
"3724",3724,"3","Harsh","unwatered","fertilized","N","53",0,4994,118,"MONTIACEAE","annual","no","native","Forb","CLAEXI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3725",3725,"3","Harsh","unwatered","fertilized","N","53",0,4995,122,"Poaceae","annual","yes","invasive","Grass","CYNECH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3726",3726,"3","Harsh","unwatered","fertilized","N","53",0,4996,126,"Brassicaceae","annual",NA,"invasive","Forb","DRAVER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3727",3727,"3","Harsh","unwatered","fertilized","N","53",0,4997,127,"Onagraceae","perennial","no","native","Forb","EPICIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3728",3728,"3","Harsh","unwatered","fertilized","N","53",1,4999,133,"Poaceae","annual","yes","invasive","Grass","GASVEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0.00492610837438424,0.00558659217877095
"3729",3729,"3","Harsh","unwatered","fertilized","N","53",0,5000,136,"Linaceae","annual",NA,"native","Forb","HESMIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3730",3730,"3","Harsh","unwatered","fertilized","N","53",0,5002,146,"Poaceae","perennial","no","native","Grass","MELCAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3731",3731,"3","Harsh","unwatered","fertilized","N","53",0,5003,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT",34,3.97487079160757,-0.853926278320066,0.682090567813381,-0.664969824983437,-0.160544249885115,0.813754423718621,-0.163181689095298,0.534350975449184,-0.35423277644188,0.326813015740659,-0.267863614607837,34,"perennial","PHRYMACEAE","Native","Forb",1.18321595661992,-1.24214399146524,0,12.274753407123,0.552800949474398,45.0356052899288,-3.58045017367417,-0.598745249452261,-3.71163513164408,2.67060022361542,0,-2.40521132798441,0,0.273020210748127,10.8619017,0.38110532,-1.89167874863159,NA,203,179,0,0
"3732",3732,"3","Harsh","unwatered","fertilized","N","53",0,5004,148,"Caryophyllaceae","annual",NA,"native","Forb","MINDOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3733",3733,"3","Harsh","unwatered","fertilized","N","53",0,5005,153,"VALERIANACEAE","annual","no","native","Forb","PLECIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3734",3734,"3","Harsh","unwatered","fertilized","N","53",0,5006,156,"Asteraceae","annual",NA,"invasive","Forb","PSELUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3735",3735,"3","Harsh","unwatered","fertilized","N","53",0,5007,159,"Caryophyllaceae","annual","no","invasive","Forb","SAGAPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3736",3736,"3","Harsh","unwatered","fertilized","N","53",0,5008,162,"Asteraceae","annual","yes","invasive","Forb","SENVUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,179,0,0
"3737",3737,"3","Harsh","unwatered","fertilized","N","53",0,5009,57,"Iridaceae","perennial","no","native","Forb","SISBEL",39,0.978345472253725,2.24464751682601,-0.733870049826568,0.845287419105721,-0.383640707909451,0.724399730383871,0.0602630242594286,-0.55394346221331,0.31308746602614,0.201786253383569,-0.115611446648268,39,"perennial","Iridaceae","Native","Forb",2.32379000772445,-0.503483825609335,0,17.1212853346219,0.461060507482108,26.9290826284971,1.1986913821362,0.704561958388986,-4.47598759235427,2.70398233433705,0,-1.13784512469487,0,1.65445471881587,13.89008905,1.69060085,0.944402584876749,NA,203,179,0,0
"3738",3738,"3","Harsh","watered","unfertilized","W","48",0,5034,1,"Asteraceae","annual","yes","native","Forb","AGOHET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3739",3739,"3","Harsh","watered","unfertilized","W","48",0,5035,2,"ALLIACEAE","bulb","no","native","Forb","ALLFAL",1,1.02619780253925,1.96405361753119,-0.382051591282957,-0.450314357747674,0.169241626622436,-0.165017396058501,0.554305281402353,-0.701439381665382,0.650451674874474,-0.492404783282776,-0.26785147601021,1,"bulb","ALLIACEAE","Native","Forb",1.67332005306815,-0.887436770457525,0,13.369306310071,0.436761092150171,32.6689419795222,1.40224644733382,1.02351331281187,-4.12983271680384,2.6529739074605,0,-2.27583919471629,0,1.90348360901154,5.033866,2.0650592,1.37106429521256,NA,81,79,0,0
"3740",3740,"3","Harsh","watered","unfertilized","W","48",0,5036,102,"ALLIACEAE","bulb","no","native","Forb","ALLAMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3741",3741,"3","Harsh","watered","unfertilized","W","48",0,5037,4,"Asteraceae","annual","yes","native","Forb","ANCFIL",53,1.18125045714061,-0.744724399609858,-0.908683199357575,-0.546988428484813,-0.0496214303086834,-0.505801870085633,-0.652563020450408,-0.297295157236459,-0.508151859500422,-0.411370443691102,-0.0477720972381971,53,"annual","Asteraceae","Native","Forb",1.48323969741913,-0.270789271314439,0,8.68064960088081,0.496955562559092,57.2486605735897,-1.00996059107355,0.809484104433864,-2.39801543820655,2.61661479666721,0,-1.19441750198131,0,1.59533813612726,11.898513,1.08570697,0.451353230504206,NA,81,79,0,0
"3742",3742,"3","Harsh","watered","unfertilized","W","48",0,5038,105,"Fabaceae","annual","no","native","N-fixer","ASTBRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3743",3743,"3","Harsh","watered","unfertilized","W","48",0,5039,106,"Fabaceae","annual","yes","native","N-fixer","ASTGAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3744",3744,"3","Harsh","watered","unfertilized","W","48",0,5041,5,"Brassicaceae","annual","yes","native","Forb","ATHPUS",54,-0.0496439966512191,-0.621377811413694,0.445766733000389,0.274222525274737,0.586174200368033,-0.281776833838343,0.396039810691433,0.566342497919401,-0.656568741080803,-0.613108253107137,-0.558088132560955,54,"annual","Brassicaceae","Native","Forb",1.18321595661992,-0.0577932093401856,0,17.7886990801577,0.450639147802929,25.3328894806924,-1.04344251753464,1.10795594488236,-2.18479696093263,2.68820452926839,1,-1.59037238679597,0,1.99697931458637,35.7810395238095,2.2157284952381,1.53936781809375,NA,81,79,0,0
"3745",3745,"3","Harsh","watered","unfertilized","W","48",0,5042,6,"Poaceae","annual","yes","invasive","Grass","AVEFAT",3,-2.92086872108495,2.23493751903591,-0.179757496479358,-0.351379681877674,-1.2731950739667,-0.101061093304724,0.419293271947443,1.39457100838789,-0.587319589005757,0.271499634748384,0.0875954439771315,3,"annual","Poaceae","Non-Native","Grass",2.56904651573303,-1.2682391662442,1,23.9674126790898,0.425799367825653,17.7657627682582,2.59260493074192,2.11680362962042,-2.04939670969689,2.7091420281871,1,-1.1708040533053,0,2.84816535645264,36.966633,2.3974183,2.71037456434246,NA,81,79,0,0
"3746",3746,"3","Harsh","watered","unfertilized","W","48",0,5043,108,"Poaceae","annual","yes","invasive","Grass","BRODIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3747",3747,"3","Harsh","watered","unfertilized","W","48",6,5044,8,"Poaceae","annual","yes","invasive","Grass","BROHOR",5,-3.73755050531632,-1.04453596453085,1.51706636231729,-0.3263197754617,-0.792766472647008,-0.0234164081495281,-1.65544323165617,-0.34824403565841,0.968416499101593,-0.713255691666857,-0.340848071381565,5,"annual","Poaceae","Non-Native","Grass",0.469041575982343,-0.737359501377006,1,21.4764735017335,0.403233106013639,18.7755734655921,0.544357106974783,2.44769550676209,-1.80518576791072,2.49110949112267,1,1.53311742370047,0,3.14007574814226,31.684679,1.8789379,2.35146358659565,NA,81,79,0.0740740740740741,0.0759493670886076
"3748",3748,"3","Harsh","watered","unfertilized","W","48",12,5045,9,"Poaceae","annual","yes","invasive","Grass","BROMAD",55,-2.73072241580168,-0.566707217637048,0.695066191039759,-0.430693145926932,-0.600123444244397,-1.19645436037934,-1.42567253039994,-0.0710283072195807,-0.161011933743148,-0.0150959812543176,-0.456765279653481,55,"annual","Poaceae","Non-Native","Grass",1.04880884817015,-0.265055997775891,1,15.1281943862589,0.421435478492831,27.8576192064021,0.303693207390762,2.28623558521223,-1.64604392218773,2.63885035309468,1,0.50823809900931,0,2.98790491958982,24.772517,0.93060596,1.84970411094688,NA,81,79,0.148148148148148,0.151898734177215
"3749",3749,"3","Harsh","watered","unfertilized","W","48",0,5046,10,"MONTIACEAE","annual","no","native","Forb","CALCIL",6,1.85943885104585,0.888208622146904,1.00823703152097,-1.64402285508953,-1.50948547014312,-0.74111921343873,1.33270653933698,0.661018695084173,-0.561932153755648,0.625669041724216,-0.157030370154517,6,"annual","MONTIACEAE","Native","Forb",1.67332005306815,-1.12033132612472,1,14.6817717901613,0.478072449318711,32.5623130608176,-1.08803509163034,0.339875047630171,-3.23557577499489,2.68642732796976,0,-3.85646446278322,0,1.19166917413471,7.024024,0.94168466,-0.0387842700084479,NA,81,79,0,0
"3750",3750,"3","Harsh","watered","unfertilized","W","48",0,5047,11,"Asteraceae","annual","yes","native","Forb","CALPAU",7,-0.697515693091998,0.555603574661189,-0.606658448017544,-0.315256641731001,1.29086297194113,0.396167617302244,1.02534433341108,0.745419836323865,-0.817265061985636,0.76061330549827,-0.0104498781825342,7,"annual","Asteraceae","Native","Forb",2.23606797749979,-0.733078420939704,0,16.2420357913441,0.452674212946586,27.8705341351256,0.327661004001989,1.13917092051146,-2.52762839039768,2.6312299803459,2,-1.9395354010061,0,1.93309369665415,7.3893639,1.444655,1.14023968676381,NA,81,79,0,0
"3751",3751,"3","Harsh","watered","unfertilized","W","48",0,5048,110,"LILIACEAE","bulb","no","native","Forb","CALSUP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3752",3752,"3","Harsh","watered","unfertilized","W","48",0,5049,111,"Onagraceae","annual","no","native","Forb","CAMGRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3753",3753,"3","Harsh","watered","unfertilized","W","48",0,5050,112,"Asteraceae","annual","yes","invasive","Forb","CARPYC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3754",3754,"3","Harsh","watered","unfertilized","W","48",0,5051,12,"Orobanchaceae","annual","yes","native","Forb","CASATT",56,2.41375271088522,-1.24616891544662,-0.327830160306654,-0.132971282780896,-0.429218606095384,0.669786177573614,-0.730607011195806,0.429924495262908,1.0246983371576,0.130815875297932,0.00844606107643055,56,"annual","Orobanchaceae","Native","Forb",1.07238052947636,-0.608966553377488,0,13.6512120932805,0.58631037212985,42.9493269992082,-1.78943217946896,0.274705185695364,-3.50283765921747,2.55443504043068,0,-1.10171466606813,0,1.16507374103779,13.748108,0.9350374,-0.259582936947331,NA,81,79,0,0
"3755",3755,"3","Harsh","watered","unfertilized","W","48",0,5052,113,"Orobanchaceae","annual","no","native","Forb","CASRUB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3756",3756,"3","Harsh","watered","unfertilized","W","48",0,5053,13,"Asteraceae","annual","yes","invasive","Forb","CENSOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3757",3757,"3","Harsh","watered","unfertilized","W","48",0,5054,14,"Asteraceae","annual","no","native","Forb","CENTRI",57,4.12047726304585,-0.686075684595518,1.0998408485244,-0.71063814852362,0.0971930458620858,0.612602397129065,-0.329026923851787,0.344322817172738,-0.0722358800697196,0.161000410926119,-0.161580573849551,57,"annual","Asteraceae","Native","Forb",0.866025403784439,-1.36424368030233,0,11.5026589166461,0.542019230769231,47.1212121212121,-3.28038446826898,-0.700527971709654,-3.92650499775749,2.68921462495078,0,-2.3901271926102,0,0.177541567492465,10.4924025,0.37224239,-1.98011168434227,NA,81,79,0,0
"3758",3758,"3","Harsh","watered","unfertilized","W","48",0,5055,15,"Asteraceae","annual","yes","native","Forb","CHAGLA",8,-0.87110123613493,-1.78853361103933,-0.366051477622954,-0.610166733520942,0.337052748774334,0.31315628767429,0.421483287565383,0.271227088961035,0.413646726349276,-0.753592240872428,-0.126407397200114,8,"annual","Asteraceae","Native","Forb",1.04880884817015,-0.261312541120922,0,17.2153330019881,0.48241295264624,28.0222841225627,-0.667068810391264,1.4986787391019,-1.78886296021394,2.42411281993147,1,-1.13784512469487,0,2.23920067895194,13.89008905,0.66028713,0.604127424490171,NA,81,79,0,0
"3759",3759,"3","Harsh","watered","unfertilized","W","48",0,5056,16,"AGAVACEAE","bulb","no","native","Forb","CHLPOM",9,0.00969116130397584,1.81708693131311,-1.57546656735197,-0.0643721007405074,-0.249897578865568,0.241248171999967,-0.72271689729552,0.159051772453244,0.675281461254634,-0.363185934833242,0.27777942208597,9,"bulb","AGAVACEAE","Native","Forb",2.14476105895272,-1.15967792412775,0,14.4921601964674,0.497337115072934,34.3176661264182,2.3095287481084,1.38002907514096,-3.3870510452423,2.65631305032016,0,-0.731069404315595,0,2.28194711749168,4.4755521,2.7120518,2.06510837333592,NA,81,79,0,0
"3760",3760,"3","Harsh","watered","unfertilized","W","48",0,5057,116,"polygonaceae","annual","no","native","Forb","CHOPOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3761",3761,"3","Harsh","watered","unfertilized","W","48",0,5058,80,"Onagraceae","annual","no","native","Forb","CLARKIASP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3762",3762,"3","Harsh","watered","unfertilized","W","48",0,5059,19,"Plantaginaceae","annual","yes","native","Forb","COLSPA",12,-1.51725380645393,0.0139711801558773,0.940568850102672,1.35116213281886,1.49391729076628,0.216105231381007,-0.0515245224359536,-0.0580139740613323,0.172209043626007,-0.00615720012378783,0.0144708243528246,12,"annual","Plantaginaceae","Native","Forb",1.08397416943394,0.201308418610063,0,20.5811462676805,0.413686113393591,20.1002465078061,0.712051801283051,1.14200384303999,-2.87612202909751,2.67239942524917,2,-0.0576216340510432,0,2.04347526509836,13.7594231,2.2112972,1.6314595660653,NA,81,79,0,0
"3763",3763,"3","Harsh","watered","unfertilized","W","48",0,5060,119,"CRASSULACEAE","annual","no","native","Forb","CRACON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,0,0
"3764",3764,"3","Harsh","watered","unfertilized","W","48",0,5061,20,"Boraginaceae","annual","no","native","Forb","CRYHIS",13,1.27917071919878,-0.356326053343227,-1.46793549796201,-0.761098882007171,-0.490494602007848,0.596808421721797,-0.252828451546557,-0.00760190564004418,-0.521166546383274,0.0752817231446304,0.130563042279115,13,"annual","Boraginaceae","Native","Forb",2.14476105895272,-0.808219226713707,0,11.2266597892565,0.519812350733538,46.301603548277,-1.02398730732953,0.640096448045438,-2.67405276125271,2.5452730422394,0,-1.34424288911692,0,1.42897844487539,12.6693285,0.87299704,0.0439478495410302,NA,81,79,0,0
"3765",3765,"3","Harsh","watered","unfertilized","W","48",0,5062,21,"THEMIDACEAE","perennial","no","native","Forb","DICCAP",14,0.326310442593164,0.217976839824172,0.18833506192545,-1.41301004672919,-1.38999349670412,-1.53615024089643,-0.0142423817911488,0.473276107955882,0.100063534551738,0.199946347580468,-0.0198105853742492,14,"perennial","THEMIDACEAE","Native","Forb",1.34164078649987,-0.640969489456686,1,11.855115697815,0.494248739495798,41.690756302521,0.17085728288807,1.26808174883368,-2.48351160974305,2.65135945408676,0,-2.25119512077995,0,2.02200028196041,5.041452,1.4313608,1.25457030570566,NA,81,79,0,0
