"nseedssp","nfam","spdrymf","sd_spdrymf","IDnum","family","annual","MarinaSp","nat.inv","Functional.group","clean_code","spdryperseed","spwetperseed","spPerm_pctch","sd_spwetperseed","sd_spdryperseed","sd_spPerm_pctch","SS_SCP","C","N","cn","cn_samplemass","nsamples","starch","mucilage","germ_is_disp","lump_dispcat","H_1","H_2","L_1","L_2","LH_L_1","LH_L_2","W_1","W_2","area_LW_1","area_LW_2","Perimeter1_1","Perimeter1_2","Hue_1","Hue_2","PCof19WL_1","PCof19WL_2","texture_1","texture_2","Rectangularity1_1","Rectangularity1_2","LH_Circle_1","LH_Circle_2","LW_Circle_1","LW_Circle_2","Compactness.Ellipse_1","Compactness.Ellipse_2","BetaShape_a_1","BetaShape_a_2","BetaShape_b_1","BetaShape_b_2","Saturation_1","Saturation_2","LH_area_1","LH_area_2","shape_1","shape_2","SCTlongonly"
NA,NA,NA,NA,133,"Poaceae","annual","yes","invasive","Grass","GASVEN",NA,NA,NA,NA,NA,NA,NA,1617.64,101.64,15.9153876426604,3.803,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,150,"Polemoniaceae","annual","yes","native","Forb","NAVPUB",NA,NA,NA,NA,NA,NA,NA,2085.16,179.06,11.6450351837373,3.986,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,106,"Fabaceae","annual","yes","native","N-fixer","ASTGAM",NA,NA,NA,NA,NA,NA,NA,1594.15,198.51,8.0305778046446,3.709,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,142,"Fabaceae","annual","no","native","N-fixer","LOTWRA",NA,NA,NA,NA,NA,NA,NA,1479.61,179.43,8.24616842222594,3.393,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,170,"Asteraceae",NA,NA,NA,"Forb","CENMEL",NA,NA,NA,NA,NA,NA,NA,2030.2,116.92,17.3640095791995,3.77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,144,"Fabaceae","annual","yes","native","N-fixer","LUPMIC",NA,NA,NA,NA,NA,NA,NA,1485.19,236.12,6.28997967135355,3.302,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,180,"Brassicaceae",NA,NA,"invasive","Forb","BRANIG",NA,NA,NA,NA,NA,NA,NA,1782.38,154.49,11.5371868729368,3.314,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,101,"Asteraceae","annual","yes","native","Forb","ACHMOL",NA,NA,NA,NA,NA,NA,NA,1427.91,103.25,13.8296368038741,2.912,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,128,"Onagraceae","annual",NA,"native","Forb","EPIMIN",NA,NA,NA,NA,NA,NA,NA,1512.92,124.77,12.1256712350725,2.944,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,146,"Poaceae","perennial","no","native","Grass","MELCAL",NA,NA,NA,NA,NA,NA,NA,1237.5,77.18,16.0339466182949,2.898,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,154,"Poaceae","annual","yes","native","Grass","POASEC",NA,NA,NA,NA,NA,NA,NA,1396.09,121.09,11.529358328516,3.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,158,"Ranunculaceae","perennial","no","native","Forb","RANOCC",NA,NA,NA,NA,NA,NA,NA,1470.39,65.65,22.3974105102818,3.205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
