"","Line","habitat","watering","fertilization","WFtreatment","Plot","relcover","obsID","IDnum","family","annual","MarinaSp","nat.inv","Functional.group","clean_code"
"5230","4","Harshserp","watered","unfertilized","W","67",0,7023,65,"Asteraceae","annual","yes","native","Forb","UROLIN"
"5231","4","Harshserp","watered","unfertilized","W","67",0,7024,66,"Caryophyllaceae","annual","no","invasive","Forb","VELRIG"
"5232","4","Harshserp","watered","unfertilized","W","67",0,7025,67,"Fabaceae","annual","yes","invasive","N-fixer","VICVIL"
"5233","4","Harshserp","watered","unfertilized","W","67",0,7026,68,"VIOLACEAE","perennial","no","native","Forb","VIODOU"
"5234","4","Harshserp","watered","unfertilized","W","67",0,7027,69,"Poaceae","annual","no","native","Grass","VULMIC"
"5235","4","Harshserp","watered","unfertilized","W","67",0,7028,70,"Poaceae","annual","no","invasive","Grass","VULMYU"
"5236","4","Harshserp","watered","unfertilized","W","67",0,7030,71,"MELANTHIACEAE","perennial","no","native","Forb","ZIGFRE"
"5237","4","Harshserp","watered","unfertilized","W","67",0,7032,103,"Boraginaceae","annual","yes","native","Forb","AMSMEN"
"5238","4","Harshserp","watered","unfertilized","W","67",0,7033,3,"Primulaceae","annual","yes","invasive","Forb","ANAARV"
"5239","4","Harshserp","watered","unfertilized","W","67",0,7034,118,"MONTIACEAE","annual","no","native","Forb","CLAEXI"
"5240","4","Harshserp","watered","unfertilized","W","67",0,7035,122,"Poaceae","annual","yes","invasive","Grass","CYNECH"
"5241","4","Harshserp","watered","unfertilized","W","67",0,7036,126,"Brassicaceae","annual",NA,"invasive","Forb","DRAVER"
"5242","4","Harshserp","watered","unfertilized","W","67",0,7037,127,"Onagraceae","perennial","no","native","Forb","EPICIL"
"5243","4","Harshserp","watered","unfertilized","W","67",0,7039,133,"Poaceae","annual","yes","invasive","Grass","GASVEN"
"5244","4","Harshserp","watered","unfertilized","W","67",0,7040,136,"Linaceae","annual",NA,"native","Forb","HESMIC"
"5245","4","Harshserp","watered","unfertilized","W","67",0,7042,146,"Poaceae","perennial","no","native","Grass","MELCAL"
"5246","4","Harshserp","watered","unfertilized","W","67",0,7043,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT"
"5247","4","Harshserp","watered","unfertilized","W","67",0,7044,148,"Caryophyllaceae","annual",NA,"native","Forb","MINDOU"
"5248","4","Harshserp","watered","unfertilized","W","67",0,7045,153,"VALERIANACEAE","annual","no","native","Forb","PLECIL"
"5249","4","Harshserp","watered","unfertilized","W","67",0,7046,156,"Asteraceae","annual",NA,"invasive","Forb","PSELUT"
"5250","4","Harshserp","watered","unfertilized","W","67",0,7047,159,"Caryophyllaceae","annual","no","invasive","Forb","SAGAPE"
"5251","4","Harshserp","watered","unfertilized","W","67",0,7048,162,"Asteraceae","annual","yes","invasive","Forb","SENVUL"
"5252","4","Harshserp","watered","unfertilized","W","67",0,7049,57,"Iridaceae","perennial","no","native","Forb","SISBEL"
"5253","4","Harshserp","watered","unfertilized","W","69",0,7074,1,"Asteraceae","annual","yes","native","Forb","AGOHET"
"5254","4","Harshserp","watered","unfertilized","W","69",0,7075,2,"ALLIACEAE","bulb","no","native","Forb","ALLFAL"
"5255","4","Harshserp","watered","unfertilized","W","69",0,7076,102,"ALLIACEAE","bulb","no","native","Forb","ALLAMP"
"5256","4","Harshserp","watered","unfertilized","W","69",0,7077,4,"Asteraceae","annual","yes","native","Forb","ANCFIL"
"5257","4","Harshserp","watered","unfertilized","W","69",0,7078,105,"Fabaceae","annual","no","native","N-fixer","ASTBRE"
"5258","4","Harshserp","watered","unfertilized","W","69",0,7079,106,"Fabaceae","annual","yes","native","N-fixer","ASTGAM"
"5259","4","Harshserp","watered","unfertilized","W","69",2,7081,5,"Brassicaceae","annual","yes","native","Forb","ATHPUS"
"5260","4","Harshserp","watered","unfertilized","W","69",0,7082,6,"Poaceae","annual","yes","invasive","Grass","AVEFAT"
"5261","4","Harshserp","watered","unfertilized","W","69",0,7083,108,"Poaceae","annual","yes","invasive","Grass","BRODIA"
"5262","4","Harshserp","watered","unfertilized","W","69",12,7084,8,"Poaceae","annual","yes","invasive","Grass","BROHOR"
"5263","4","Harshserp","watered","unfertilized","W","69",0,7085,9,"Poaceae","annual","yes","invasive","Grass","BROMAD"
"5264","4","Harshserp","watered","unfertilized","W","69",0,7086,10,"MONTIACEAE","annual","no","native","Forb","CALCIL"
"5265","4","Harshserp","watered","unfertilized","W","69",2,7087,11,"Asteraceae","annual","yes","native","Forb","CALPAU"
"5266","4","Harshserp","watered","unfertilized","W","69",0,7088,110,"LILIACEAE","bulb","no","native","Forb","CALSUP"
"5267","4","Harshserp","watered","unfertilized","W","69",0,7089,111,"Onagraceae","annual","no","native","Forb","CAMGRA"
"5268","4","Harshserp","watered","unfertilized","W","69",0,7090,112,"Asteraceae","annual","yes","invasive","Forb","CARPYC"
"5269","4","Harshserp","watered","unfertilized","W","69",0,7091,12,"Orobanchaceae","annual","yes","native","Forb","CASATT"
"5270","4","Harshserp","watered","unfertilized","W","69",0,7092,113,"Orobanchaceae","annual","no","native","Forb","CASRUB"
"5271","4","Harshserp","watered","unfertilized","W","69",0,7093,13,"Asteraceae","annual","yes","invasive","Forb","CENSOL"
"5272","4","Harshserp","watered","unfertilized","W","69",0,7094,14,"Asteraceae","annual","no","native","Forb","CENTRI"
"5273","4","Harshserp","watered","unfertilized","W","69",0,7095,15,"Asteraceae","annual","yes","native","Forb","CHAGLA"
"5274","4","Harshserp","watered","unfertilized","W","69",0,7096,16,"AGAVACEAE","bulb","no","native","Forb","CHLPOM"
"5275","4","Harshserp","watered","unfertilized","W","69",0,7097,116,"polygonaceae","annual","no","native","Forb","CHOPOL"
"5276","4","Harshserp","watered","unfertilized","W","69",7,7098,80,"Onagraceae","annual","no","native","Forb","CLARKIASP"
"5277","4","Harshserp","watered","unfertilized","W","69",1,7099,19,"Plantaginaceae","annual","yes","native","Forb","COLSPA"
"5278","4","Harshserp","watered","unfertilized","W","69",0,7100,119,"CRASSULACEAE","annual","no","native","Forb","CRACON"
"5279","4","Harshserp","watered","unfertilized","W","69",0,7101,20,"Boraginaceae","annual","no","native","Forb","CRYHIS"
"5280","4","Harshserp","watered","unfertilized","W","69",0,7102,21,"THEMIDACEAE","perennial","no","native","Forb","DICCAP"
"5281","4","Harshserp","watered","unfertilized","W","69",0,7103,22,"Poaceae","perennial","no","native","Grass","ELYELY"
"5282","4","Harshserp","watered","unfertilized","W","69",0,7104,23,"Onagraceae","annual","yes","native","Forb","EPIBRA"
"5283","4","Harshserp","watered","unfertilized","W","69",0,7106,129,"EUPHORBIACEAE","annual","no","native","Forb","ERESET"
"5284","4","Harshserp","watered","unfertilized","W","69",0,7108,24,"polygonaceae","shrub","no","native","Forb","ERINUD"
"5285","4","Harshserp","watered","unfertilized","W","69",0,7109,25,"Asteraceae","perennial","no","native","Forb","ERILAN"
"5286","4","Harshserp","watered","unfertilized","W","69",0,7110,130,"polygonaceae","annual","no","native","Forb","ERIVIM"
"5287","4","Harshserp","watered","unfertilized","W","69",0,7111,131,"Geraniaceae","annual","no","invasive","Forb","EROBRA"
"5288","4","Harshserp","watered","unfertilized","W","69",0,7112,132,"Geraniaceae","annual","yes","invasive","Forb","EROCIC"
"5289","4","Harshserp","watered","unfertilized","W","69",0,7113,26,"Euphorbiaceae","annual","yes","native","Forb","EUPCRE"
"5290","4","Harshserp","watered","unfertilized","W","69",0,7114,27,"Asteraceae","annual","no","native","Forb","FILCAL"
"5291","4","Harshserp","watered","unfertilized","W","69",0,7115,28,"LILIACEAE","bulb","no","native","Forb","FRIPUR"
"5292","4","Harshserp","watered","unfertilized","W","69",0,7116,81,"Rubiaceae","annual","no",NA,"Forb","GALIUMSP"
"5293","4","Harshserp","watered","unfertilized","W","69",1,7117,31,"Polemoniaceae","annual","yes","native","Forb","GILCAP"
"5294","4","Harshserp","watered","unfertilized","W","69",0,7118,32,"Polemoniaceae","annual","yes","native","Forb","GILTRI"
"5295","4","Harshserp","watered","unfertilized","W","69",0,7119,33,"Asteraceae","annual","yes","native","Forb","HEMCON"
"5296","4","Harshserp","watered","unfertilized","W","69",0,7120,34,"Asteraceae","annual","yes","native","Forb","HOLVIR"
"5297","4","Harshserp","watered","unfertilized","W","69",0,7121,35,"Asteraceae","annual","yes","invasive","Forb","HYPGLA"
"5298","4","Harshserp","watered","unfertilized","W","69",0,7122,36,"Asteraceae","annual","no","invasive","Forb","LACSER"
"5299","4","Harshserp","watered","unfertilized","W","69",0,7123,37,"Asteraceae","annual","yes","native","Forb","LAGMIN"
"5300","4","Harshserp","watered","unfertilized","W","69",0,7124,38,"Asteraceae","annual","yes","native","Forb","LASCAL"
"5301","4","Harshserp","watered","unfertilized","W","69",0,7125,39,"Brassicaceae","annual","yes","native","Forb","LEPNIT"
"5302","4","Harshserp","watered","unfertilized","W","69",0,7126,140,"Polemoniaceae","annual","no","native","Forb","LINBIC"
"5303","4","Harshserp","watered","unfertilized","W","69",0,7127,40,"Polemoniaceae","annual","yes","native","Forb","LINDIC"
"5304","4","Harshserp","watered","unfertilized","W","69",0,7128,141,"Polemoniaceae","annual","no","native","Forb","LINJEP"
"5305","4","Harshserp","watered","unfertilized","W","69",2,7129,41,"Poaceae","annual","no","invasive","Grass","LOLMUL"
"5306","4","Harshserp","watered","unfertilized","W","69",0,7130,42,"Apiaceae","perennial","no","native","Forb","LOMMAR"
"5307","4","Harshserp","watered","unfertilized","W","69",1,7131,43,"Fabaceae","annual","no","native","N-fixer","LOTHUM"
"5308","4","Harshserp","watered","unfertilized","W","69",0,7132,142,"Fabaceae","annual","no","native","N-fixer","LOTWRA"
"5309","4","Harshserp","watered","unfertilized","W","69",0,7133,143,"Fabaceae","annual","yes","native","N-fixer","LUPBICNAN"
"5310","4","Harshserp","watered","unfertilized","W","69",0,7135,45,"Asteraceae","annual","yes","native","Forb","MICCAL"
"5311","4","Harshserp","watered","unfertilized","W","69",0,7136,46,"Asteraceae","annual","yes","native","Forb","MICDOU"
"5312","4","Harshserp","watered","unfertilized","W","69",0,7137,47,"PHRYMACEAE","annual","no","native","Forb","MIMDOU"
"5313","4","Harshserp","watered","unfertilized","W","69",0,7138,49,"Poaceae","perennial","no","native","Grass","NASPUL"
"5314","4","Harshserp","watered","unfertilized","W","69",0,7139,50,"Polemoniaceae","annual","no","native","Forb","NAVJEP"
"5315","4","Harshserp","watered","unfertilized","W","69",0,7140,51,"Caryophyllaceae","annual","no","invasive","Forb","PETPRO"
"5316","4","Harshserp","watered","unfertilized","W","69",0,7141,52,"Polemoniaceae","annual","no","native","Forb","PHLGRA"
"5317","4","Harshserp","watered","unfertilized","W","69",3,7142,53,"Plantaginaceae","annual","yes","native","Forb","PLAERE"
"5318","4","Harshserp","watered","unfertilized","W","69",0,7143,154,"Poaceae","annual","yes","native","Grass","POASEC"
"5319","4","Harshserp","watered","unfertilized","W","69",0,7145,54,"Asteraceae","annual","yes","native","Forb","RIGLEP"
"5320","4","Harshserp","watered","unfertilized","W","69",0,7146,55,"Malvaceae","annual","yes","native","Forb","SIDDIP"
"5321","4","Harshserp","watered","unfertilized","W","69",0,7147,56,"Caryophyllaceae","annual","no","native","Forb","SILGAL"
"5322","4","Harshserp","watered","unfertilized","W","69",18,7148,164,"Caryophyllaceae","annual","no","native","Forb","STENIT"
"5323","4","Harshserp","watered","unfertilized","W","69",0,7149,58,"Poaceae","annual","no","invasive","Grass","TAECAP"
"5324","4","Harshserp","watered","unfertilized","W","69",0,7151,59,"Brassicaceae","annual","yes","native","Forb","THYCUR"
"5325","4","Harshserp","watered","unfertilized","W","69",0,7152,166,"APIACEAE","annual","no","invasive","Forb","TORARV"
"5326","4","Harshserp","watered","unfertilized","W","69",0,7153,60,"Fabaceae","annual","yes","native","N-fixer","TRIALB"
"5327","4","Harshserp","watered","unfertilized","W","69",0,7155,61,"Fabaceae","annual","yes","native","N-fixer","TRIFUC"
"5328","4","Harshserp","watered","unfertilized","W","69",0,7156,62,"Fabaceae","annual","yes","invasive","N-fixer","TRIHIR"
"5329","4","Harshserp","watered","unfertilized","W","69",0,7157,170,"THEMIDACEAE","perennial","no","native","Forb","TRILAX"
"5330","4","Harshserp","watered","unfertilized","W","69",0,7158,63,"Fabaceae","annual","yes","native","N-fixer","TRIWIL"
"5331","4","Harshserp","watered","unfertilized","W","69",0,7159,65,"Asteraceae","annual","yes","native","Forb","UROLIN"
"5332","4","Harshserp","watered","unfertilized","W","69",0,7160,66,"Caryophyllaceae","annual","no","invasive","Forb","VELRIG"
"5333","4","Harshserp","watered","unfertilized","W","69",0,7161,67,"Fabaceae","annual","yes","invasive","N-fixer","VICVIL"
"5334","4","Harshserp","watered","unfertilized","W","69",0,7162,68,"VIOLACEAE","perennial","no","native","Forb","VIODOU"
"5335","4","Harshserp","watered","unfertilized","W","69",0,7163,69,"Poaceae","annual","no","native","Grass","VULMIC"
"5336","4","Harshserp","watered","unfertilized","W","69",0,7164,70,"Poaceae","annual","no","invasive","Grass","VULMYU"
"5337","4","Harshserp","watered","unfertilized","W","69",0,7166,71,"MELANTHIACEAE","perennial","no","native","Forb","ZIGFRE"
"5338","4","Harshserp","watered","unfertilized","W","69",0,7168,103,"Boraginaceae","annual","yes","native","Forb","AMSMEN"
"5339","4","Harshserp","watered","unfertilized","W","69",0,7169,3,"Primulaceae","annual","yes","invasive","Forb","ANAARV"
"5340","4","Harshserp","watered","unfertilized","W","69",0,7170,118,"MONTIACEAE","annual","no","native","Forb","CLAEXI"
"5341","4","Harshserp","watered","unfertilized","W","69",0,7171,122,"Poaceae","annual","yes","invasive","Grass","CYNECH"
"5342","4","Harshserp","watered","unfertilized","W","69",0,7172,126,"Brassicaceae","annual",NA,"invasive","Forb","DRAVER"
"5343","4","Harshserp","watered","unfertilized","W","69",0,7173,127,"Onagraceae","perennial","no","native","Forb","EPICIL"
"5344","4","Harshserp","watered","unfertilized","W","69",0,7175,133,"Poaceae","annual","yes","invasive","Grass","GASVEN"
"5345","4","Harshserp","watered","unfertilized","W","69",0,7176,136,"Linaceae","annual",NA,"native","Forb","HESMIC"
"5346","4","Harshserp","watered","unfertilized","W","69",0,7178,146,"Poaceae","perennial","no","native","Grass","MELCAL"
"5347","4","Harshserp","watered","unfertilized","W","69",0,7179,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT"
"5348","4","Harshserp","watered","unfertilized","W","69",0,7180,148,"Caryophyllaceae","annual",NA,"native","Forb","MINDOU"
"5349","4","Harshserp","watered","unfertilized","W","69",0,7181,153,"VALERIANACEAE","annual","no","native","Forb","PLECIL"
"5350","4","Harshserp","watered","unfertilized","W","69",0,7182,156,"Asteraceae","annual",NA,"invasive","Forb","PSELUT"
"5351","4","Harshserp","watered","unfertilized","W","69",0,7183,159,"Caryophyllaceae","annual","no","invasive","Forb","SAGAPE"
"5352","4","Harshserp","watered","unfertilized","W","69",0,7184,162,"Asteraceae","annual","yes","invasive","Forb","SENVUL"
"5353","4","Harshserp","watered","unfertilized","W","69",0,7185,57,"Iridaceae","perennial","no","native","Forb","SISBEL"
"5354","4","Harshserp","watered","fertilized","FW","58",0,7210,1,"Asteraceae","annual","yes","native","Forb","AGOHET"
"5355","4","Harshserp","watered","fertilized","FW","58",0,7211,2,"ALLIACEAE","bulb","no","native","Forb","ALLFAL"
"5356","4","Harshserp","watered","fertilized","FW","58",0,7212,102,"ALLIACEAE","bulb","no","native","Forb","ALLAMP"
"5357","4","Harshserp","watered","fertilized","FW","58",0,7213,4,"Asteraceae","annual","yes","native","Forb","ANCFIL"
"5358","4","Harshserp","watered","fertilized","FW","58",0,7214,105,"Fabaceae","annual","no","native","N-fixer","ASTBRE"
"5359","4","Harshserp","watered","fertilized","FW","58",0,7215,106,"Fabaceae","annual","yes","native","N-fixer","ASTGAM"
"5360","4","Harshserp","watered","fertilized","FW","58",31,7217,5,"Brassicaceae","annual","yes","native","Forb","ATHPUS"
"5361","4","Harshserp","watered","fertilized","FW","58",0,7218,6,"Poaceae","annual","yes","invasive","Grass","AVEFAT"
"5362","4","Harshserp","watered","fertilized","FW","58",0,7219,108,"Poaceae","annual","yes","invasive","Grass","BRODIA"
"5363","4","Harshserp","watered","fertilized","FW","58",22,7220,8,"Poaceae","annual","yes","invasive","Grass","BROHOR"
"5364","4","Harshserp","watered","fertilized","FW","58",1,7221,9,"Poaceae","annual","yes","invasive","Grass","BROMAD"
"5365","4","Harshserp","watered","fertilized","FW","58",0,7222,10,"MONTIACEAE","annual","no","native","Forb","CALCIL"
"5366","4","Harshserp","watered","fertilized","FW","58",3,7223,11,"Asteraceae","annual","yes","native","Forb","CALPAU"
"5367","4","Harshserp","watered","fertilized","FW","58",0,7224,110,"LILIACEAE","bulb","no","native","Forb","CALSUP"
"5368","4","Harshserp","watered","fertilized","FW","58",0,7225,111,"Onagraceae","annual","no","native","Forb","CAMGRA"
"5369","4","Harshserp","watered","fertilized","FW","58",0,7226,112,"Asteraceae","annual","yes","invasive","Forb","CARPYC"
"5370","4","Harshserp","watered","fertilized","FW","58",0,7227,12,"Orobanchaceae","annual","yes","native","Forb","CASATT"
"5371","4","Harshserp","watered","fertilized","FW","58",0,7228,113,"Orobanchaceae","annual","no","native","Forb","CASRUB"
"5372","4","Harshserp","watered","fertilized","FW","58",0,7229,13,"Asteraceae","annual","yes","invasive","Forb","CENSOL"
"5373","4","Harshserp","watered","fertilized","FW","58",0,7230,14,"Asteraceae","annual","no","native","Forb","CENTRI"
"5374","4","Harshserp","watered","fertilized","FW","58",0,7231,15,"Asteraceae","annual","yes","native","Forb","CHAGLA"
"5375","4","Harshserp","watered","fertilized","FW","58",0,7232,16,"AGAVACEAE","bulb","no","native","Forb","CHLPOM"
"5376","4","Harshserp","watered","fertilized","FW","58",0,7233,116,"polygonaceae","annual","no","native","Forb","CHOPOL"
"5377","4","Harshserp","watered","fertilized","FW","58",3,7234,80,"Onagraceae","annual","no","native","Forb","CLARKIASP"
"5378","4","Harshserp","watered","fertilized","FW","58",0,7235,19,"Plantaginaceae","annual","yes","native","Forb","COLSPA"
"5379","4","Harshserp","watered","fertilized","FW","58",0,7236,119,"CRASSULACEAE","annual","no","native","Forb","CRACON"
"5380","4","Harshserp","watered","fertilized","FW","58",0,7237,20,"Boraginaceae","annual","no","native","Forb","CRYHIS"
"5381","4","Harshserp","watered","fertilized","FW","58",0,7238,21,"THEMIDACEAE","perennial","no","native","Forb","DICCAP"
"5382","4","Harshserp","watered","fertilized","FW","58",0,7239,22,"Poaceae","perennial","no","native","Grass","ELYELY"
"5383","4","Harshserp","watered","fertilized","FW","58",0,7240,23,"Onagraceae","annual","yes","native","Forb","EPIBRA"
"5384","4","Harshserp","watered","fertilized","FW","58",0,7242,129,"EUPHORBIACEAE","annual","no","native","Forb","ERESET"
"5385","4","Harshserp","watered","fertilized","FW","58",0,7244,24,"polygonaceae","shrub","no","native","Forb","ERINUD"
"5386","4","Harshserp","watered","fertilized","FW","58",0,7245,25,"Asteraceae","perennial","no","native","Forb","ERILAN"
"5387","4","Harshserp","watered","fertilized","FW","58",0,7246,130,"polygonaceae","annual","no","native","Forb","ERIVIM"
"5388","4","Harshserp","watered","fertilized","FW","58",0,7247,131,"Geraniaceae","annual","no","invasive","Forb","EROBRA"
"5389","4","Harshserp","watered","fertilized","FW","58",0,7248,132,"Geraniaceae","annual","yes","invasive","Forb","EROCIC"
"5390","4","Harshserp","watered","fertilized","FW","58",0,7249,26,"Euphorbiaceae","annual","yes","native","Forb","EUPCRE"
"5391","4","Harshserp","watered","fertilized","FW","58",0,7250,27,"Asteraceae","annual","no","native","Forb","FILCAL"
"5392","4","Harshserp","watered","fertilized","FW","58",0,7251,28,"LILIACEAE","bulb","no","native","Forb","FRIPUR"
"5393","4","Harshserp","watered","fertilized","FW","58",0,7252,81,"Rubiaceae","annual","no",NA,"Forb","GALIUMSP"
"5394","4","Harshserp","watered","fertilized","FW","58",0,7253,31,"Polemoniaceae","annual","yes","native","Forb","GILCAP"
"5395","4","Harshserp","watered","fertilized","FW","58",0,7254,32,"Polemoniaceae","annual","yes","native","Forb","GILTRI"
"5396","4","Harshserp","watered","fertilized","FW","58",7,7255,33,"Asteraceae","annual","yes","native","Forb","HEMCON"
"5397","4","Harshserp","watered","fertilized","FW","58",0,7256,34,"Asteraceae","annual","yes","native","Forb","HOLVIR"
"5398","4","Harshserp","watered","fertilized","FW","58",0,7257,35,"Asteraceae","annual","yes","invasive","Forb","HYPGLA"
"5399","4","Harshserp","watered","fertilized","FW","58",0,7258,36,"Asteraceae","annual","no","invasive","Forb","LACSER"
"5400","4","Harshserp","watered","fertilized","FW","58",0,7259,37,"Asteraceae","annual","yes","native","Forb","LAGMIN"
"5401","4","Harshserp","watered","fertilized","FW","58",11,7260,38,"Asteraceae","annual","yes","native","Forb","LASCAL"
"5402","4","Harshserp","watered","fertilized","FW","58",0,7261,39,"Brassicaceae","annual","yes","native","Forb","LEPNIT"
"5403","4","Harshserp","watered","fertilized","FW","58",0,7262,140,"Polemoniaceae","annual","no","native","Forb","LINBIC"
"5404","4","Harshserp","watered","fertilized","FW","58",1,7263,40,"Polemoniaceae","annual","yes","native","Forb","LINDIC"
"5405","4","Harshserp","watered","fertilized","FW","58",0,7264,141,"Polemoniaceae","annual","no","native","Forb","LINJEP"
"5406","4","Harshserp","watered","fertilized","FW","58",0,7265,41,"Poaceae","annual","no","invasive","Grass","LOLMUL"
"5407","4","Harshserp","watered","fertilized","FW","58",0,7266,42,"Apiaceae","perennial","no","native","Forb","LOMMAR"
"5408","4","Harshserp","watered","fertilized","FW","58",1,7267,43,"Fabaceae","annual","no","native","N-fixer","LOTHUM"
"5409","4","Harshserp","watered","fertilized","FW","58",0,7268,142,"Fabaceae","annual","no","native","N-fixer","LOTWRA"
"5410","4","Harshserp","watered","fertilized","FW","58",0,7269,143,"Fabaceae","annual","yes","native","N-fixer","LUPBICNAN"
"5411","4","Harshserp","watered","fertilized","FW","58",0,7271,45,"Asteraceae","annual","yes","native","Forb","MICCAL"
"5412","4","Harshserp","watered","fertilized","FW","58",0,7272,46,"Asteraceae","annual","yes","native","Forb","MICDOU"
"5413","4","Harshserp","watered","fertilized","FW","58",0,7273,47,"PHRYMACEAE","annual","no","native","Forb","MIMDOU"
"5414","4","Harshserp","watered","fertilized","FW","58",0,7274,49,"Poaceae","perennial","no","native","Grass","NASPUL"
"5415","4","Harshserp","watered","fertilized","FW","58",0,7275,50,"Polemoniaceae","annual","no","native","Forb","NAVJEP"
"5416","4","Harshserp","watered","fertilized","FW","58",0,7276,51,"Caryophyllaceae","annual","no","invasive","Forb","PETPRO"
"5417","4","Harshserp","watered","fertilized","FW","58",0,7277,52,"Polemoniaceae","annual","no","native","Forb","PHLGRA"
"5418","4","Harshserp","watered","fertilized","FW","58",1,7278,53,"Plantaginaceae","annual","yes","native","Forb","PLAERE"
"5419","4","Harshserp","watered","fertilized","FW","58",0,7279,154,"Poaceae","annual","yes","native","Grass","POASEC"
"5420","4","Harshserp","watered","fertilized","FW","58",0,7281,54,"Asteraceae","annual","yes","native","Forb","RIGLEP"
"5421","4","Harshserp","watered","fertilized","FW","58",0,7282,55,"Malvaceae","annual","yes","native","Forb","SIDDIP"
"5422","4","Harshserp","watered","fertilized","FW","58",0,7283,56,"Caryophyllaceae","annual","no","native","Forb","SILGAL"
"5423","4","Harshserp","watered","fertilized","FW","58",19,7284,164,"Caryophyllaceae","annual","no","native","Forb","STENIT"
"5424","4","Harshserp","watered","fertilized","FW","58",0,7285,58,"Poaceae","annual","no","invasive","Grass","TAECAP"
"5425","4","Harshserp","watered","fertilized","FW","58",0,7287,59,"Brassicaceae","annual","yes","native","Forb","THYCUR"
"5426","4","Harshserp","watered","fertilized","FW","58",1,7288,166,"APIACEAE","annual","no","invasive","Forb","TORARV"
"5427","4","Harshserp","watered","fertilized","FW","58",0,7289,60,"Fabaceae","annual","yes","native","N-fixer","TRIALB"
"5428","4","Harshserp","watered","fertilized","FW","58",0,7291,61,"Fabaceae","annual","yes","native","N-fixer","TRIFUC"
"5429","4","Harshserp","watered","fertilized","FW","58",0,7292,62,"Fabaceae","annual","yes","invasive","N-fixer","TRIHIR"
"5430","4","Harshserp","watered","fertilized","FW","58",0,7293,170,"THEMIDACEAE","perennial","no","native","Forb","TRILAX"
"5431","4","Harshserp","watered","fertilized","FW","58",0,7294,63,"Fabaceae","annual","yes","native","N-fixer","TRIWIL"
"5432","4","Harshserp","watered","fertilized","FW","58",0,7295,65,"Asteraceae","annual","yes","native","Forb","UROLIN"
"5433","4","Harshserp","watered","fertilized","FW","58",0,7296,66,"Caryophyllaceae","annual","no","invasive","Forb","VELRIG"
"5434","4","Harshserp","watered","fertilized","FW","58",0,7297,67,"Fabaceae","annual","yes","invasive","N-fixer","VICVIL"
"5435","4","Harshserp","watered","fertilized","FW","58",0,7298,68,"VIOLACEAE","perennial","no","native","Forb","VIODOU"
"5436","4","Harshserp","watered","fertilized","FW","58",1,7299,69,"Poaceae","annual","no","native","Grass","VULMIC"
"5437","4","Harshserp","watered","fertilized","FW","58",0,7300,70,"Poaceae","annual","no","invasive","Grass","VULMYU"
"5438","4","Harshserp","watered","fertilized","FW","58",0,7302,71,"MELANTHIACEAE","perennial","no","native","Forb","ZIGFRE"
"5439","4","Harshserp","watered","fertilized","FW","58",0,7304,103,"Boraginaceae","annual","yes","native","Forb","AMSMEN"
"5440","4","Harshserp","watered","fertilized","FW","58",0,7305,3,"Primulaceae","annual","yes","invasive","Forb","ANAARV"
"5441","4","Harshserp","watered","fertilized","FW","58",0,7306,118,"MONTIACEAE","annual","no","native","Forb","CLAEXI"
"5442","4","Harshserp","watered","fertilized","FW","58",0,7307,122,"Poaceae","annual","yes","invasive","Grass","CYNECH"
"5443","4","Harshserp","watered","fertilized","FW","58",0,7308,126,"Brassicaceae","annual",NA,"invasive","Forb","DRAVER"
"5444","4","Harshserp","watered","fertilized","FW","58",0,7309,127,"Onagraceae","perennial","no","native","Forb","EPICIL"
"5445","4","Harshserp","watered","fertilized","FW","58",0,7311,133,"Poaceae","annual","yes","invasive","Grass","GASVEN"
"5446","4","Harshserp","watered","fertilized","FW","58",0,7312,136,"Linaceae","annual",NA,"native","Forb","HESMIC"
"5447","4","Harshserp","watered","fertilized","FW","58",0,7314,146,"Poaceae","perennial","no","native","Grass","MELCAL"
"5448","4","Harshserp","watered","fertilized","FW","58",0,7315,48,"PHRYMACEAE","perennial","no","native","Forb","MIMGUT"
"5449","4","Harshserp","watered","fertilized","FW","58",0,7316,148,"Caryophyllaceae","annual",NA,"native","Forb","MINDOU"
"5450","4","Harshserp","watered","fertilized","FW","58",0,7317,153,"VALERIANACEAE","annual","no","native","Forb","PLECIL"
"5451","4","Harshserp","watered","fertilized","FW","58",1,7318,156,"Asteraceae","annual",NA,"invasive","Forb","PSELUT"
"5452","4","Harshserp","watered","fertilized","FW","58",0,7319,159,"Caryophyllaceae","annual","no","invasive","Forb","SAGAPE"
"5453","4","Harshserp","watered","fertilized","FW","58",0,7320,162,"Asteraceae","annual","yes","invasive","Forb","SENVUL"
"5454","4","Harshserp","watered","fertilized","FW","58",0,7321,57,"Iridaceae","perennial","no","native","Forb","SISBEL"
"5455","4","Harshserp","watered","fertilized","FW","65",0,7346,1,"Asteraceae","annual","yes","native","Forb","AGOHET"
"5456","4","Harshserp","watered","fertilized","FW","65",0,7347,2,"ALLIACEAE","bulb","no","native","Forb","ALLFAL"
"5457","4","Harshserp","watered","fertilized","FW","65",0,7348,102,"ALLIACEAE","bulb","no","native","Forb","ALLAMP"
"5458","4","Harshserp","watered","fertilized","FW","65",0,7349,4,"Asteraceae","annual","yes","native","Forb","ANCFIL"
